सर्वश्रेष्ठ	s a r v a sh r ei shh t:h 
उधार	u dh aa r 
अष्टांग	a shh t: aa n g 
बत्ती	b a t t ii
लेटते	l ei t: t ei
ब्रिटेन	b r i t: ei n
वन्यजीवन	v a n y a j ii v a n
हवाओं	h a v aa oo n 
तकनीकीकरण	t a k a n ii k ii k a r a n:
बगीचों	b a g ii ch oo n
कॉमा	k aa m a
जुड़	j u d 
यूनीसेफ	y uu n i s ei ph
डोर	d oo r
निरोध्य	n i r oo dh y a 
रुकमनी	r u k m a n: ii
नवनिर्वाचित	n a v n i r v aa ch i t
आदान	aa d aa n
उपहारों	u p a h aa r oo n
जीतना	j ii t a n aa
किवदंतियों	k i n v a d a n t i y oo n
अभिमानी	a bh i m aa n ii
श्रोता	sh r oo t aa
प्रेसर	p r ei s a r 
शक्ति	sh a k t i
गाँवों	g aa v oo n
खीरा	kh ii r aa
संदेहास्पद	s a n d ei h aa s p a d
कोर्स	k oo r s
तालाबों	t aa l aa b oo n
शक्तिशाली	sh a k t i sh aa l ii
बीआरअंबेडकर	b ii aa r a m b ei d: k a r 
अंतत	a n t a t
बोलना	b oo l n aa
एक्शन	ai k sh a n
जलों	j a l oo n
अपनाये	a p a n aa y ei
अपनायी	a p a n aa y ii
अंतस्पदंन	a n t a s p a n d a n
कांथादर्पण	k aa n th aa d a r p a n:
टीओआईमाईटाईम्स	ei ei t: aa m oo s i t a n
समृद्ध	s a m rx i d dh 
कन्नाडिगा	k a n n a d: i g aa
जलन	j a l a n
अवस्थी	a v a s th ii
संहिता	s a n h i t aa
शारंगपणि	sh aa r a n g a p a n: i
समुद्री	s a m u d r ii
शान्तिपूर्ण	sh aa n t i p uu r n:
सीखे	s ii kh ei
गड्ढें	g a d: d:h ei
अनुचित	a n u ch i t
विश्वद्यालय	v i sh v a d y aa l a y a
फिरंगियो	ph i r a n g i y oo n
धोखा	dh oo kh aa
तालुक	t aa l u k
ज़्यादा	j y aa d aa
अवज्ञा	a v a j n aa
अद्वेत	a d v ei t 
राजकुमारों	r aa j k u m aa r oo n
इस	i s
भंडार	bh a n d: aa r 
अधूरा	a dh uu r aa
सुर्खियों	s u r kh i y oo n
ढका	d:h a k aa
शोषणकारी	sh oo shh a n: k aa r ii
इन	i n
चिन्ह्	ch i n h 
सौभाग्य	s au bh aa g y a
शरद	sh a r a d 
तफरी	t a ph r ii
प्रसुप्त	p r a s u p t 
पराया	p a r aa y aa
इक	i k
बसहु	b a s a h u n
ग्लिस्रिन	g l i s r i n
सिहांसन	s i h aa n s a n
रहस्यवाद	r a h a s y a v aa d 
कायनात	k aa y a n aa t 
करोड़	k a r oo d
पूणे	p uu n: ei
कन्नड़	k a n n a d
अन्तरालों	a n t a r aa l oo n
दौड़	d au d: 
समयबद्धता	s a m a y a b a d dh t aa 
लहरतारा	l a h a r t aa r aa
होना	h oo n aa
कुंदनलाल	k u n d a n l aa l
सब्सिडी	s a b s i d: i
रिपोर्टस	r i p oo r t: s 
शूट	sh uu t: 
पाई	p aa ii
गीतों	g ii t oo n
कैलिफोर्निया	k ai l i ph oo r n i y aa
अबे	a b ei
रैण्ड	r ai n d:
रसोईये	r a s oo ii y ei
असरदार	a s a r d aa r 
नागार्जूना	n aa g aa r j u n
सुकारनो	s u k aa r a n oo n
अनिश्चित	a n i sh ch i t
सजी	s a j ii
विद्युत	v i d y u t 
सजे	s a j ei
नकार	n a k aa r 
मुखबिर	m u kh a b i r 
बिस्तर	b i s t a r 
व्यजंन	v y a n j a n
संदिग्ध	s a n d i g dh 
स्टीमरों	s t: ii m a r oo n
पूंजी	p uu n j ii
कुलवीर	k u l v ii r 
शाहनामा	sh a h n aa m aa
कैंटोनमेंट	k ei n t: oo n m ei n t:
चिरकालीन	ch i r k aa l ii n a
बरेली	b a r ei l ii
ब्रह्मांडीय	b r a m h aa n d: ii y a
हरगोबिन्द	h a r g oo b i n d
बल्ले	b a l l ei
अस्वाथ्यकर	a s v aa th y a k a r 
कुश्ती	k u sh t ii
सेवन	s ei v a n
प्रतिकृति	p r a t i k rx i t i
उपद्रवी	u p a d r a v ii
हिल्टन	h i l t: a n
एक्वायर्ड	ai k v aa y a r d:
मंहगे	m a h a n g ei
मंत्रो	m a n t r oo n
सिटी	s i t: ii
झाड़ियों	jh aa d i y oo n
बोअर	b a r oo n
चारित्रिक	ch aa r i t r i k 
अनुदान	a n u d aa n
विलियम्स	v i l i y a m s
कैम्प	k ai m p 
मंत्री	m a n t r ii
बंधी	b a n dh ii
बाँटने	b aa n t: n ei
विंकलांगों	v i k a l aa n g oo n
अनदेखा	a n d ei kh aa
लुईस	l u ii s
इलैक्ट्रानिक	i l ei k t: r aa n i k
बंधे	b a n dh ei
दायित्व	d aa y i t v a 
घबराकर	gh a b a r aa k a r
लिखें	l i kh ei n
चंड़ीगढ़	ch a n d i g a d:h
क्रियाक्रमों	k r i y aa k a r m oo n
जनगणना	j a n g a n: n aa
रोजमर्रा	r oo j m a r r aa 
मजबूत	m a j b uu t
दर्शाता	d a r sh aa t aa
लाग	l aa g 
लुटाया	l u t: aa y aa
रिक्शा	r i k sh aa
समीकरण	s a m ii k a r a n:
दोषरहित	d oo shh r a h i t
ठाकरसे	th aa k a r s ei 
मांउटबेटेन	m aa u n t: b ei t: ei n
सेंवईयों	s ei v ai y oo n
निर्दोष	n i r d oo shh
आईटी	aa i t: ii
ताहि	t aa h i
हिस्सा	h i s s aa
लाखी	l aa kh ii
गायक	g aa y a k 
पायेगा	p aa y ei g aa
जिम्मेदारियाँ	j i m m ei d aa r i y aa n
मुर्गी	m u r g ii
जिम्मेदारियां	j i m m ei d aa r i y aa n
पथप्रदर्शन	p a th p r a d a r sh a n
अर्थदंड	a r th d a nd~ 
जानी	j aa n ii
भागदारी	bh a g d aa r ii
पहुँचाते	p a h u n ch aa t ei
असाधारण	a s aa dh aa r a n:
संतुष्टिपूर्वक	s a n t u shh t: i p uu r v a k 
हकीकत	h a k i k a t 
गुर्दों	g u r d oo n
बढाने	b a d:h aa n ei
लोई	l oo ii
डबल्यूएचओ	b a l a ch ei y uu p
लथपथ	l a th p a th 
जंगल	j a n g a l
विविधतापूर्ण	v i v i dh t aa p uu r n: 
हमारा	h a m aa r aa
ग्लेशियरों	g l i sh i y a r oo n 
गाया	g aa y aa
हसान	h a s aa n
मारपीट	m aa r p ii t:
अबला	a b a l aa
बिता	b i t aa
आत्मकथा	aa t m a k a th aa
मकानो	m a k a n oo n
नाचे	n aa ch ei
पथप्रदर्शक	p a th p r a d a r sh a k 
गुफा	g u ph aa
आध्यत्मिक	aa dh y a t m i k 
सांग	s aa n g 
गायब	g aa y a b e
रैना	r ai n a
गायन	g aa y a n
हालिया	h aa l i y aa
मिलते	m i l t ei
मिलती	m i l t ii
लात	l aa t
सत्यवादी	s a t y a v aa d ii
रुखा	r u kh aa
ब्राह्मण	b r aa h m a n:
फुलका	ph u l k aa
अश्रम	a sh r a m a
वहीं	v a h ii n
ब्रिटिश	b r i t: i sh 
वायसे	v aa y s ei
पंजाब	p a n j aa b
चेस्टर्टन	ch ei s t: a r t: a n
स्कींग	s k ii n g
काहे	k aa h ei
इकलौता	i k l au t aa 
कृत्रिमता	k r i t r i m t aa
विद्वता	v i d v a t aa
हादसों	h aa d s oo n
बिखरे	b i kh r ei
कान्वेंट	k aa n v ei n t:
जूते	j uu t ei
गुणवत्तापूर्ण	g u n: v a t t aa p uu r n:
बिखरी	b i kh r ii
सहिष्णु	s a h i shh n: u
बेलूर	b ei l uu r
सेविका	s ei v i k aa
देहाती	d ei h aa t ii
मंगलौर	m a n g l a u r 
विराजे	v i r aa j ei
पक्षों	p a k shh oo n 
डिजिटलाईजेशन	d i j i t: ai j ei sh a n 
जमघट	j a m gh a t:
बर्गर	b a r g a r 
पुतले	p u t l ei
भुजाओं	bh u j aa oo n
व्यहार	v y a h aa r 
फुटपाथों	ph u t: p aa th oo n
पुतली	p u t l ii
गूच	g uu ch
महूर्त	m a h uu r t 
गोविन्द	g oo v i n d 
गली	g a l ii
देशपांडे	d ei sh p aa n d: ei
चिकित्सों	ch i k i t s oo n
फैबियन	ph ai b i y a n
सुखदायी	s u kh a d aa y ii
स्थितियाँ	s th i t i y aa n
फोर्सेस	ph oo r s ei s
उम्मीदवारों	u m m ii d v aa r oo n
स्थितियां	s th i t i y a n a
नाहने	n a h aa n ei
जनुअरी	j a n u a r ii
ज्योतिबा	j y oo t i b aa
चिमनी	ch i m n ii
स्टैन्डर्ड	s t: ai n d: a r d:
रोजा	r oo j aa
गोलाकार	g oo l aa k aa r 
अवधारणाओं	a v a dh aa r aa n: aa oo n
पुनर्वास	p u n a r v aa s
सीपीसीबी	s ii p ii s ii b ii
महत्वता	m a h a t v a t aa
जेसी	j ei s ii
स्वतंत्रतापूर्वक	s v a t a n t r t aa p uu r v a k 
लौटा	l au t: aa
जेएचमूरहेड	j ei ei h a r m uu p ei r
कागजों	k a g a j oo n
गीले	g ii l ei
रिश्तो	r i sh t oo n
अनाथालय	a n aa th aa l a y 
ईसाइयों	ii s aa i y oo n
अश्व	a sh v 
गेट	g ei t:
संतुष्ठि	s a n t u shh t i
विफलता	v i ph a l t aa
चलानी	ch a l aa n ii
सतसंग	s a t s a n g a
भरणीं	bh a r a n: ii
तिरुतनि	t i r u t i n a
हथियार	h a th i y aa r 
मुस्कुराते	m u s k u r aa t ei
मुस्कुराती	m u s k u r aa t ii
झूठों	jh uu t:h oo n
मतलब	m a t l a b
रामानाथपुरम्	r aa m aa n a th p u r a m
अनामदास	a n aa m d aa s 
एक	ai k
आमना	aa m n aa
सक्षम	s a k shh a m
प्रतिफल	p r a t i ph a l
जोड़	j oo d
विकट	v i k a t:
अध्ययक्ष	a dh y a k shh 
गँवा	g a n v aa
गुप्ता	g u p t aa
बीएम	b ii ei m
गन्दें	g a n d ei n
असंतुलित	a s a n t u l i t 
टीमों	t: ii m oo n 
छीन	chh ii n
जीवन	j ii v a n a
क्लीनिकों	k l i n i k oo n
खारा	kh aa r aa
फैट	ph ai t:
एसडीएफ	a s ei d a r s th ii
टैंक	t: ai n k 
खनन	kh a n a n
भिन्नताओं	bh i n n a t aa oo n
स्त्रियाँ	s t r i y aa n
रहेंगें	r a h ei n g ei
उकसाते	u k s aa t ei
मीट	m ii t:
रोहिणी	r oo h i n: ii
झीलों	jh ii l oo n
गरजती	g a r a j t ii
टाइम	t: aa i m
ब्रांड	b r aa n d
आलस्य	aa l a s y a
खानी	kh aa n ii
खाने	kh aa n ei
सोचे	s oo ch ei
मकबरो	m a k b a r oo n
गंदी	g a n d ii
गिरेक	g i r ei k
आयेंगे	aa y ei n g ei
मीर	m ii r
कलफम	k a l ph a m
देवीलाल	d ei v ii l aa l
मिठाईयॉ	m i aa t:h aa i y aa n
आवश्यकतानुसार	a v a sh y a t k aa n u s aa r
फैल	ph ai l
माँगने	m aa n g n ei
दुर्भाग्यपूर्ण	d u r bh aa g y a p uu r n:
वह	v a h 
प्रतिदिन	p r a t i d i n
दिमाग	d i m aa g 
ख्याली	kh y aa l ii
न्यूजपेपर	n y uu j p ei p a r 
मीन	m ii n
मुश्किलें	m u sj k i l ei
सूची	s uu ch ii
सार्वजिनक	s aa r v a j a n i k
उपयुक्त	u p y u k t 
सीवेज़	s ii v ei j
प्रतिभा	p r a t i bh aa
जगाता	j a g aa t aa 
रीसाइक्लिंग	r ii s aa i k l i n g 
व्ययाम	v y aa y aa m
वचन	v a ch a n
कण्ठ	k a n t:h
इंटर	i n t: a r 
थाथा	th aa th aa
कृतज्ञता	k rx i t a g y a t aa 
फुट	ph u t:
भागीदारी	bh aa g ii d aa r ii
मैला	m ai l aa
शिक्षित	sh i k shh i t
सिलोन	s i l oo n
अनुकरणीय	a n u k a r n: ii y a
चौके	ch au k ei
दक्षिणपूर्व	d a k shh i n: p uu r a b
चौकी	ch au k ii
पूछाः	p uu chh aa
दीवन	d ii v a n
ट्रॉट	t: rx i aa t: 
मुल्यों	m u l y oo n
निचली	n i ch l ii
कामकाज	k aa m k aa j 
राष्ट्रपतियों	r aa sh t: rx i p a t i y oo n
अणुओं	a n: u oo n
निचले	n i ch a l ei
अंग्रेज	a n g r ei j 
विरोधी	v i r oo dh ii
अस्तित्ववाद	a s t i v a v aa d
फार्मास्यूटिकल्स	ph aa r m a s y uu t: k i l 
ईस्टर्न	ii s t: a r n a
प्ररणा	p r a r a n: aa
उद्देश्यपूर्णं	u d d ei sh y a p uu r n: a m
अवशिष्टों	a v a sh i shh t: oo n
संपूर्ण	s a m p uu r n: a
टोंग	t: oo n g
एनजीओ	ei n j ii oo n
फर्निचर	ph a r n i ch a r 
हौसला	h au s l aa
लगवा	l a g v aa
सर्वथा	s a r v a th aa
क्षमता	k shh a m t aa
मोगलू	m uu g l uu
सूखाग्रस्त	s uu kh aa g r a s t
चुका	ch u k aa
बन्धुओं	b a n dh u oo n
लिखित	l i kh i t 
मंक	m a n k
शैवाल	sh ai v aa l
पल्लवित	p a l l a v i t 
अनुसारसहिष्णुता	a n u s aa r s a h i shh n: u t aa
जगाया	j a g aa y aa 
नाखून	n aa kh uu n
ललिता	l a l i t aa
अनिल	a n i l
टांको	t: aa n k oo n
कनेक्टिविटी	k a n ei k t: i v i t: ii
पास्ट	p aa s t:
शरारत	sh a r aa r a t
भागे	bh aa g ei
सबरकांता	s a b a r k aa n t aa
कुर्बानियों	k u r b aa n i y oo n
बडें	b a d ei
बंदियों	b a n d i y oo n
उजियारा	u j i y aa r aa
संम्प्रदाय	s a m p r a d aa y a 
फैलाया	ph ai l aa y aa
मनुष्य	m a n u shh y a
अकेले	a k ei l ei
उल्ला	u l l aa
खेड़ा	kh ei d aa
जलमंदिर	j a l m a n d i r
अस्पृश्ययों	a s p r a sh y oo n
शैक्षिक	sh ai k shh i k
हानियाँ	h aa n i y aa n
जाना	j aa n aa
कृषिक्षेत्र	k rx i shh i k sh ei t r a 
बीचों	b ii ch oo n
मीठा	m ii t:h aa
एँड्रियास	a d r i n y s aa r ei
शिक्षकगण	sh i k sh a k g a n: 
सकी	s a k ii
ग्लास	g l aa s 
अल्फ्रेड	a l ph r ei d:
सके	s a k ei
बिगड़ती	b i g a d t ii
तरुनेर	t a r u n ei r
इन्स्टीट्यूट	i n s t: i t: y uu t:
थीम	th ii m
विस्मित	v i s m i t 
अगरबत्ती	a g a r b a t t ii 
मिलियन	m i l i y a n 
हावर्ड	h aa v a r d
कक्षापढ़ता	k shh a k p a t a d 
बठाई	b a t:h aa ii
आबे	aa b ei
खोजने	kh oo j n ei
गेम	g ei m
गड्डमड्ड	g a d: a d: a m a d: d: 
अजमेर	a j m ei r
दिखाता	d i kh aa t aa
अनूठे	a n uu t:h ei
पर्वत	p a r v a t 
निहत्थे	n i h a t th ei
कलाकृतियॉं	k a l aa k r i t y oo n
कमज़ोर	k a m j oo r 
खारिज	kh aa r i j 
खोलकर	kh oo l k a r
स्थलमंडल	s th a l m a n d: a l
अलबम	a l b a m
शालीन	sh aa l ii n
भूटान	bh uu t: a n
कुशलतापूर्वक	k u sh a l t aa p uu r v a k
असमंजस	a s m a n j a s
साबुन	s aa b u 
साबुत	s aa b u t 
बाते	b aa t ei
अधर्म	a dh a r m
उठेगें	oo th ei n g ei
उठायी	u t:h aa y ii
संगोष्ठी	s a n g oo sh t:h i
क्रियान्वयनः	k r i y aa n v a y a n
उठाये	u th a y ei
पॉलिटिकल	p a l i t: i k a l
अवरूद्ध	a v a r uu d dh 
प्रतियोगताओं	p r a t i y oo g a t aa oo n
तलछटी	t a l chh a t: ii
जैक	j ai k
पैसों	p ai s oo n
जैन	j ai n
चट्टोपाध्याय	ch a t: t: oo p aa dh y aa y 
अवश्य	a v a sh y a
जगहों	j a g a h oo n
अपरिग्रह	a p a r i g r a h 
जाऊंगा	j aa uu n g aa
इच्छानुसार	i ch chh aa n u s aa r 
अहमदाबाद	a h m a d a b aa d 
वानस्पतिक	v aa n a s p a t i k 
उद्देश्यीय	u d d ei sh ii y
अमीनो	a m ii n oo n
तुलना	t u l n aa
अस्वीकार	a s v ii k aa r 
वृद्धों	v rx i d dh oo n
छिपे	chh i p ei
जैल	j ai l
आज्ञा	aa g y aa
जैव	j ai v 
षड़यंत्र	shh a d y a n t r a  
समाजार	s a m aa j aa r 
लोहड़ी	l oo h d ii
अनउपलब्धता	a n u p l a b dh t aa 
निकल	n i k a l
आलमारियों	a l m aa r i y oo n
विशेषज्ञ	v i sh ei shh a g y a
क्षेत्रों	k shh ei t r oo n
पक्षपाती	p a k shh p aa t ii
गाँठ	g aa n t:h
घीमा	gh ii m aa
डीएससी	d ei s a s ii
उद्योग	u d y oo g
गोलार्द्ध	g oo l a r d dh 
बुलन्द	b u l a n d 
घाट	gh aa t:
गोम्पर्स	g oo m p a r s
डकैतियों	d a k ai t i y oo n
तंजानिया	t a n j aa n i y aa
अभिभावक	a bh i bh aa v a k
पर्वतारोहण	p a r v a t aa r oo h a n:
घात	gh aa t 
गाड़ी	g aa d ii
पैतृक	p ai t rx i k
रीचार्ज	r ii ch a r j 
आदमियों	aa d m i y oo n
गुड़ियों	g u d i y oo n
निकट	n i k a t:
पहाड़ी	p a h aa d ii
पुकार	p u k aa r 
कक्षाओं	k a k shh aa oo n
विभक्त	v i bh a k t 
गंदे	g a n d ei
टेलिस्कोप	t: ei l i s k oo p
प्रयासरत	p r a y aa s r a t 
घुमाव	gh u m aa v 
घास	gh aa s 
विद्यार्थीयो	v i d y aa r th i y oo n
साइनेज	s aa ei n ei j 
अवतरण	a v t a r a n:
लूथरन	l uu th r a n
युद्धविराम	y u d dh a v i r aa m
छात्र	chh aa t r a
केंद्रीय	k ei n d r ii y a
महापुरूष	m a h aa p u r u sh
आपत्तिजनक	aa p a t t i j a n a k
खुराना	kh u r aa n aa
जलने	j a l n ei
क्लीन	k l ii n
स्टीवेन	s t: ii v ei n
निर्थक	n i r th a k
पैकेजों	p ai k ei j oo n
कॉरपेट	k aa r p ei t:
ज़ोर	j oo r 
घेरा	gh ei r aa
खुश़नसीब	kh u sh n a s ii b
जिंक	j i n k 
पाऊं	p aa uu n
बल्कि	b a l k i
चैन	ch ai n
निर्धन	n i r dh a n
प्लास्टर	p l aa s t: a r 
विज्ञापन	v i g y aa p a n
महीना	m a h ii n aa
एसटी	ei s t: ii
मुहुर्त	m u h uu r t 
किंग्डरगार्डेन	k i n d a r g aa r t: ei n 
धमकी	dh a m k ii
चाहूंगा	ch a h uu n g aa
मधुमेह	m a dh u m ei h
सामग्री	s aa m a g r ii
अपनाई	a p n aa ii
रोरही	r oo rx i h ii 
मोईदीन	m oo ii d ii n
अपनाए	a p n aa ei
उपनयन	u p n a y a n
टूटना	t: uu t: n aa
प्राथमिक	p r aa th m i k 
बर्बाद	b a r b aa d 
गवाई	g a v aa ii
अभियानकर्ताओं	a bh i y aa n k a r t aa oo n
नेटवर्कों	n ei t: v a r k oo n
विभीषन	v i bh ii shh a n
गलत	g a l a t
आत्महत्या	aa t m a h a t y aa
विकसित	v i k s i t
गवाँ	g a v aa n
हीलियम	h ii l i y a m 
लौटों	l au t: oo n
नित्य	n i t y a
पांडवों	p aa n d: a v oo n
आकृतिकार	aa k rx i t i k aa r 
गला	g a l aa
बेगमपुरा	b ei g a m p u r aa
गयूम	g y uu m
लोहे	l oo h ei
पावापुरी	p aa v aa p u r ii
कच्छी	k a ch chh ii
बलिदानों	b a l i d aa n oo n
अखरोट	a kh r oo t:
नेवी	n ei v ii
जुड़ेंगे	j u d ei n g ei
तला	t a l aa
चलाई	ch a l aa ii
महबूबनगर	m a h a b uu b n a g a r 
अज्वलनशील	a j v a l a n a sh ii l
चलाए	ch a l aa ei
मनाही	m a n aa h ii
विजय	v i j a y 
स्टूअर्ट	s t: uu a r t: 
संचार	s a n ch aa r 
इग्नाइटेड	i g n aa i t: ei d: 
गवाह	g a v aa h 
फॉर्न	ph aa r ei n
सेवईयों	s ei v a i y oo n
देहरादून	d ei h a r aa d uu n
शिकागो	sh i k aa g oo n
नागालैंण्ड	n aa g aa l ai n d:
पापी	p aa p ii
फॉर्म	ph a r m 
अधस्तल	a dh a s t a l a
कुप्रथा	k u p r a th aa
लॉन	l aa n
नालंदा	n aa l a n d aa
बसन्त	b a s a n t 
अर्थहीन	a r th a h ii n
गर्भजोशी	g a r bh a j oo sh ii
सहनशक्ति	s a h a n sh a k t i
सदियों	s a d i y oo n
लॉस	l aa s
रुहानी	r u h aa n ii
सिक्खों	s i k kh oo n
कमला	k a m l aa
बढ़	b a d:h 
ज़रूरी	j a r uu r ii
सन्तुलित	s a n t u l i t 
बसहिं	b a s a h i n
परीक्षाएं	p a r ii k shh aa ei n
फ्रिक्वेन्सीज़	ph r i k v ei n j a s ei
जोङ	j oo d
तहज़ीब	t a h j ii b
असाम	a s aa m
सहनशीलता	s a h a n a sh ii l t aa
गृहमंत्री	g rx i a h m a n t r ii
मनुस्य	m a n u sh y a
उपजाऊ	u p j aa u
बाल्यास्था	b aa l y a s th aa
उम्रकैद	u m r a k ai d
गुणवत्ता	g u n: v a t t aa 
मुहम्मद	m u h a m m a d 
दत्ता	d a t t aa
साक्षरता	s aa k sh a r t aa 
अप्सरा	a p s a r aa
मनोभावों	m a n oo bh aa v oo n
एसोशिएशन	a s oo s i ei sh a n
फोटो	ph oo t: oo 
मुकदमें	m u k a d m ei n
आसानीसे	aa s aa n ii s ei 
महानुभावो	m a h aa n u bh a v oo n
सौंपी	s au n p ii
जीपीएम	j ii p ii ei m
बाढ़	b aa d:h 
तोड़ने	t oo d a n ei
अविश्वसनीय	a v i sh v a s n ii y a
द्वारकादास	d v aa r a k aa d aa s 
बेटों	b ei t: oo n
माध्यमिक	m aa dh y a m i k
त्रियोदशी	t r i y oo d a sh ii 
कहानी	k a h aa n ii
वैराग	v ai r aa g 
लाखों	l aa kh oo n
धूसर	dh uu s a r
मिलकर	m i l k a r 
नविवाहित	n a v v i v a h i t 
कुटिल	k u t: i l
हेपेटाईटिस	h ei p a t: ai t: a s 
रातों	r aa t oo n
जुड़ती	j u d t ii
अपूर्णता	a p uu r n: t aa 
जलंधर	j a l a n dh a r 
दर्शाते	d a r sh aa t ei
उपलब्धियों	u p a l a b dh i y oo n
स्वार्थरहित	s v aa r th r a h i t 
दिखाऊँगा	d i kh aa oo n g aa
निकी	n i k ii
वीरता	v ii r t aa
निगमों	n i g a m oo n
राजस्व	r aa j a s v 
पहना	p a h n aa
ड्राइंग	d r aa i n g
रौसेल	r au s ei l
पेशेवरों	p ei sh ei v a r oo n
जिसकों	j i s k oo n
झुरीदार	jh u r ii d aa r 
होटल	h oo t: a l
सीमेंट	s ii m ei n t:
ट्रक	t: r a k
शेख़र	sh ei kh a r 
तुगलक	t u g l a k
गण	g a n:
कारी	k aa r ii
कारु	k aa r u
एक्टिविटिज	a k t: i v i t: ii j 
शरु	sh a r u
सिनेमा	s i n ei m a
बताए	b a t aa ei
लिएअपनी	l i ei a p n ii
त्रुटि	t r u t: i
झुकती	jh u k t ii
बताई	b a t aa ii
कार्	k aa r
पूजारियों	p uu j aa r i y oo n
संजिवन	s a n j ii v a n
निर्माणकार्य	n i r m aa n: k aa r y a 
केन्द्रीकृत	k ei n d r i k rx i t 
वीबीकेलकर	v ii b ii k ei l k a r 
गजट	g a j a t: 
सैय्यद	s ai y y a d
स्नातक	s n aa t a k 
सूजी	s uu j ii
देशभक्ति	d ei sh bh a k t i
कोसो	k oo s oo n
भिजवा	bh i j v aa
सिरदर्द	s i r d a r d 
निभाये	n i bh a y ei
टाइप	t: aa i p
कैनिस	k ai n i s 
मत्रों	m a t r oo n
मानना	m aa n aa n aa
टिन	t: i n
शनि	sh a n i
गणेशा	g a n: ei sh 
योजनाबद्ध	y oo j a n aa b a d dh 
बतायी	b a t aa y ii
रहोगे	r a h oo g ei
रचानएं	r a ch n aa ei n
मील	m ii l
पैगम्बरों	p ai g a m b a r 
वन	v a n
लपेटी	l a p ei t: ii
वन्दे	v a n d ei
हुब्बार्ड	h u b b aa r d:
रानियाँ	r aa n i y aa n
आतंकी	aa t a n k ii
परिवारिक	p aa r i v aa r i k
लॉयन	l aa y a n
बुलंदियों	b u l a n d i y oo n
विशाल	v i sh aa l
प्यार	p y aa r 
आधारों	aa dh aa r oo n
मोड़	m oo d
तीसवें	t ii s v ei n
हिन्दूओँ	h i n d u oo n 
मुसलिम	m u s l i m 
परमाणु	p a r a m aa n: u
मन्नते	m a n a n t ei
निर्भरता	n i r bh a r t aa 
बेरोजगारों	b ei r oo j g aa r
अतिलोलुप	a t i l oo l u p 
डबलिन	d: a b l i n
पोर्टलों	p oo r t: a l oo n
गंवा	g a n v aa
धुलवाने	dh u l v aa n ei
मामलों	m aa m l oo n
मोह	m oo h
केन्द्रों	k ei n d r oo n
टाँगें	t: aa n g ei n
रदरफोर्ड	r a d a r ph oo r d:
स्टोरेज	s t: oo r ei j
हिंदुओं	h i n d u oo n
चौरी	ch au r ii
व्रिस्तृत	v i s t rx i t 
लड़ियों	l a d i y oo n
सरायों	s a r aa y oo n
सेबचाव	s ei b a ch aa v 
मानदंड	m aa n d a n d:
टीओआई	t: ii oo aa ii
रिवाजों	r i v aa j oo n
करताहै	k a r t aa h ai
मारवाड़ी	m aa r v aa d ii
स्पोक	s p oo k
अंततोगत्वा	a n t a t oo g a t v aa
ठहरने	t:h a h a r n ei
सुतवारी	s u t v aa r ii
दुरवा	d u r v aa
मनोवृत्ति	m a n oo v rx i t t i
पेंट	p ei n t:
सिद्धांतवादी	s i d dh aa n t v aa d ii
खजानो	kh a j aa n oo n
मिदनापुर	m a d i n aa p u r 
जोड़ता	j oo d t aa
जारविस	j aa r v i s
आदत	aa d a t
उत्सर्जित	u t s a r j i t 
एल्ड्रिन	l ei r d n i
स्वप्रमाणित	s v a p r a m aa n: i t
आदर	aa d a r 
स्फूर्ति	s ph uu r t i
भ्रटाचार	bh r a sh t: aa ch aa r
स्कॉट	s k aa t: 
बैंकों	b ai n k oo n
स्वच्छंदभाव	s v a ch chh a n d bh aa v
घोटाले	gh oo t: aa l ei
ईसाईंयों	ii s aa ii y oo n
आदि	aa d i
किये	k i y ei
संदूषक	s a n d uu shh a k 
तरंग	t a r a n g
प्रस्तुतियों	p r a s t u t i y oo n
धैर्यपूर्वक	dh ai r y a p uu r v a k 
निकली	n i k l ii
मोड़ने	m oo d n ei
श्रंखला	sh r a n kh a l aa
सुधा	s u dh aa
ससुराल	s a s u r aa l
चम्बल	ch a m b a l
बांया	b aa n y aa 
रायबहादुर	r aa y b a h aa d u r 
बढ़ाओ	b a d:h aa oo n
भतीजे	bh a t ii j ei
उठाना	u t:h aa n aa
राजद्रोह	r aa j d r oo h
मंत्रों	m a n t r oo n
वुल	v u l
शिफ्ट	sh i ph t: 
कालाराम	k aa l aa r aa m
सुनिश्चिता	s u n i sh ch i t 
राधाकृष्ण	r aa dh aa k rx i sh n:
अखबार	a kh b aa r 
ग्रंथावली	g r a n th v aa l ii
यमुना	y a m u n aa
विजयी	v i j a y ii
नहीं	n a h ii n
संबंधित	s a m b a n dh i t 
वुड	v u d:
डालें	d: aa l ei
पेड़ों	p ei d oo n
क्रान्तिकारियों	k r aa n t i k aa r i y oo n
सुधारक	s u dh aa r a k 
ग्रंथि	g r a n th i
यंग	y a n g 
ड़ेढ़	d: ei d:h 
सूरजमुखी	s uu r a j m u kh ii
आत्मीय	aa t m ii y a
दर्शनीय	d a r sh a n ii y a
जायकेदार	j aa y a k ei d aa r 
कचेश्वर	k a ch sh ei v a r
चिंताशील	ch i n t aa sh ii l
रॉक	r aa k 
महाद्वीपों	m a h aa d v ii p oo n
ऋष्यशृंग	shh y a sh sh a r g ii
चतुर्दशी	ch a t u r d a sh ii
सुनाने	s u n aa n ei
रॉन	r au n
रॉय	r aa y 
